artist_id,artist_name,genres,popularity,followers,track_track_id,track_track_name,track_popularity,track_duration_ms,track_explicit,track_release_date,track_album_name,track_spotify_url,num_genres
2wX6xSig4Rig5kZU6ePlWe,KSHMR,"['big room', 'edm', 'slap house', 'electronica']",65,1778307,5uDFA1rJpnamXMu1PSsPy7,Bhussi,40,184000,TRUE,03-11-2023,KARAM,https://open.spotify.com/track/5uDFA1rJpnamXMu1PSsPy7,4
2oBG74gAocPMFv6Ij9ykdo,Seedhe Maut,"['big room', 'edm', 'slap house', 'electronica']",70,968840,5uDFA1rJpnamXMu1PSsPy7,Bhussi,40,184000,TRUE,03-11-2023,KARAM,https://open.spotify.com/track/5uDFA1rJpnamXMu1PSsPy7,4
5mZ0Ee8OG1U9c4Wv2FKqvs,Karan Kanchan,"['big room', 'edm', 'slap house', 'electronica']",55,40356,5uDFA1rJpnamXMu1PSsPy7,Bhussi,40,184000,TRUE,03-11-2023,KARAM,https://open.spotify.com/track/5uDFA1rJpnamXMu1PSsPy7,4
25Z6vIqzd69qFdyNCvDMhs,Austin Hull,"['dark r&b', 'trap soul']",30,7108,5TErvn2bBim8dm69pgkRKv,Peace of Mind,31,201424,TRUE,10-05-2019,Peace of Mind,https://open.spotify.com/track/5TErvn2bBim8dm69pgkRKv,2
5BxcZnUcETSt90VlbsdugI,Zachary Knowles,[],43,73079,3YPPKH6lfa7LTKK4oIzGq3,johnny & june,24,164418,FALSE,06-08-2021,tendency to be a loner,https://open.spotify.com/track/3YPPKH6lfa7LTKK4oIzGq3,0
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,['r&b'],89,26556058,5IgjP7X4th6nMNDh4akUHb,Under The Influence,85,184613,TRUE,04-10-2019,Indigo (Extended),https://open.spotify.com/track/5IgjP7X4th6nMNDh4akUHb,1
1ZBspcSxfWh6GuxjGr5u0p,Nanku,"['desi hip hop', 'hindi indie', 'hindi hip hop', 'indian indie']",53,92791,0indCKc4PxxuNwM8ob9gdE,Zubaida,42,253600,FALSE,15-05-2023,Naharpur Prints,https://open.spotify.com/track/0indCKc4PxxuNwM8ob9gdE,4
4hTKmmAjtobKYm3DJJuSkL,Natiq,"['desi hip hop', 'hindi indie', 'hindi hip hop', 'indian indie']",37,19995,0indCKc4PxxuNwM8ob9gdE,Zubaida,42,253600,FALSE,15-05-2023,Naharpur Prints,https://open.spotify.com/track/0indCKc4PxxuNwM8ob9gdE,4
2oBG74gAocPMFv6Ij9ykdo,Seedhe Maut,"['desi hip hop', 'hindi hip hop', 'hardcore hip hop', 'desi']",70,968840,3syqe1nnZ4eHjhsc0qM5UW,Naksha,60,206400,TRUE,15-08-2024,SHAKTI,https://open.spotify.com/track/3syqe1nnZ4eHjhsc0qM5UW,4
5UdFr0GeO7jKIaNIJgwB36,Raftaar,"['desi hip hop', 'hindi hip hop', 'desi pop', 'haryanvi pop', 'punjabi hip hop']",63,2163413,54woTHhitonXA8nWL7blMW,DEHSHAT HO,50,195600,TRUE,16-11-2024,HARD DRIVE Vol. 2,https://open.spotify.com/track/54woTHhitonXA8nWL7blMW,5
0TwG8C39WJIfFlcPrhxHST,Yashraj,"['desi hip hop', 'hindi hip hop', 'desi pop', 'haryanvi pop', 'punjabi hip hop']",55,180843,54woTHhitonXA8nWL7blMW,DEHSHAT HO,50,195600,TRUE,16-11-2024,HARD DRIVE Vol. 2,https://open.spotify.com/track/54woTHhitonXA8nWL7blMW,5
7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,"['alternative', 'indie', 'pop']",83,9749327,1BwApC6z1fX4IWFPPjCHww,OHMAMI - With Maggie Lindemann,57,226843,TRUE,03-05-2022,BEAUTY IN DEATH (DELUXE EDITION),https://open.spotify.com/track/1BwApC6z1fX4IWFPPjCHww,0
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,"['alternative', 'indie', 'pop']",61,2038945,1BwApC6z1fX4IWFPPjCHww,OHMAMI - With Maggie Lindemann,57,226843,TRUE,03-05-2022,BEAUTY IN DEATH (DELUXE EDITION),https://open.spotify.com/track/1BwApC6z1fX4IWFPPjCHww,0
7gvbCoLA8lJUktp8G2xIRR,Peachy!,[],51,236388,2xhGZ3WzOa3tir28y7Cb88,Falling for U,69,124000,FALSE,14-08-2017,Falling for U,https://open.spotify.com/track/2xhGZ3WzOa3tir28y7Cb88,0
0HthCchcL0kVLHTr113Vk1,mxmtoon,[],62,1989991,2xhGZ3WzOa3tir28y7Cb88,Falling for U,69,124000,FALSE,14-08-2017,Falling for U,https://open.spotify.com/track/2xhGZ3WzOa3tir28y7Cb88,2
6BKRb9HapejNswwa5rTFBO,VAIBHAV,"['desi hip hop', 'hindi hip hop']",27,7473,7fpz60DTV5Qp6zfb43wOGc,KOTM,42,155420,TRUE,11-11-2023,KOTM,https://open.spotify.com/track/7fpz60DTV5Qp6zfb43wOGc,2
2VWsyFp41qWogXDXK6DNbg,merxury,"['desi hip hop', 'hindi hip hop']",25,4440,7fpz60DTV5Qp6zfb43wOGc,KOTM,42,155420,TRUE,11-11-2023,KOTM,https://open.spotify.com/track/7fpz60DTV5Qp6zfb43wOGc,2
1L1APHWxYikFs0UJiZj1Ys,Yung Da$,"['desi hip hop', 'hindi hip hop']",25,3260,7fpz60DTV5Qp6zfb43wOGc,KOTM,42,155420,TRUE,11-11-2023,KOTM,https://open.spotify.com/track/7fpz60DTV5Qp6zfb43wOGc,2
2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,"['post-grunge', 'rock']",79,6909621,0M955bMOoilikPXwKLYpoi,I Hate Everything About You,84,231480,FALSE,19-04-2003,Three Days Grace,https://open.spotify.com/track/0M955bMOoilikPXwKLYpoi,2
2CnhqfjUG0qzsru0SMuhrk,Title Fight,"['midwest emo', 'shoegaze', 'post-hardcore', 'melodic hardcore', 'pop punk', 'emo']",66,563237,1SRKTHfXZFp1ybmbWpIfEZ,Murder Your Memory,60,156720,FALSE,03-02-2015,Hyperview,https://open.spotify.com/track/1SRKTHfXZFp1ybmbWpIfEZ,6
0s4Ma1D3irgqrQCRBUhc73,my dead girlfriend,"['shoegaze', 'japanese indie', 'j-rock', 'math rock', 'dream pop', 'shibuya-kei']",45,107026,3y3UinzynYb7JRWsvJH7Gu,hades in the dead of winter,52,331293,FALSE,03-06-2015,hades (the nine stages of change at the deceased remains),https://open.spotify.com/track/3y3UinzynYb7JRWsvJH7Gu,6
0pghUohLPptZWBasy2wmUx,THEY.,"['r&b','pop']",55,370145,0C145sjXoB4gpvJPF4Geqn,Choosin',49,176480,TRUE,14-02-2025,LOVE.JONES,https://open.spotify.com/track/0C145sjXoB4gpvJPF4Geqn,0
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,['rap'],86,16648840,2aPTvyE09vUCRwVvj0I8WK,Sundress,86,158205,TRUE,20-11-2018,Sundress,https://open.spotify.com/track/2aPTvyE09vUCRwVvj0I8WK,1
6lO3fSdhsdpeOcrbqAJsRU,Aero Chord,"['edm trap', 'dubstep']",47,210268,5qJg16ASeA2AEmVVUeRgNf,Midnight Club,12,248510,FALSE,05-10-2021,V8,https://open.spotify.com/track/5qJg16ASeA2AEmVVUeRgNf,2
31TPClRtHm23RisEBtV3X7,Justin Timberlake,[],83,15395070,13HiWKJ4hcGhzPsyuhNWgq,Electric Lady,36,260426,FALSE,27-09-2013,The 20/20 Experience - 2 of 2 (Deluxe),https://open.spotify.com/track/13HiWKJ4hcGhzPsyuhNWgq,0
