artist_id,artist_name,genres,popularity,followers,track_track_id,track_track_name,track_popularity,track_duration_ms,track_explicit,track_release_date,track_album_name,track_spotify_url
3mIj9lX2MWuHmhNCA7LSCW,The 1975,[],78,7784484,2TgxCUZdHFkPEVmFge1OSd,Fallingforyou,61,240670,False,2013,The 1975 (Deluxe Version),https://open.spotify.com/track/2TgxCUZdHFkPEVmFge1OSd
5ZPYeVqoWNuukwfarvkyJX,SAIAH,[],33,24675,6PeV3ho9kjOYRRT5xJHMYU,Blue,21,226833,False,2022-11-11,Blue,https://open.spotify.com/track/6PeV3ho9kjOYRRT5xJHMYU
5Mk3yOBlfweeKamsDiap8H,The Millennial Club,[],54,95767,0t8YymdACBIQexYpQ5pBok,If You Stay,33,261453,False,2019-12-12,Coffee In The Morning,https://open.spotify.com/track/0t8YymdACBIQexYpQ5pBok
3uuKpwmr7SsX9lVp4AGG5x,Tori Romo,[],32,988,0t8YymdACBIQexYpQ5pBok,If You Stay,33,261453,False,2019-12-12,Coffee In The Morning,https://open.spotify.com/track/0t8YymdACBIQexYpQ5pBok
54mm1ZYyj9ljgcpfLw3qXS,Lucas Warwick,[],7,653,7pf0h3s5JCeEQDDHv2w7Dk,140 Proof,20,160000,True,2020-09-26,140 Proof,https://open.spotify.com/track/7pf0h3s5JCeEQDDHv2w7Dk
444KERNPfWuFIVw7TxEev6,Breakfast Road,[],19,2260,4clldJYhaQqtgwtR2xqh8R,Wait On Me,27,135903,False,2021-11-12,Wait On Me,https://open.spotify.com/track/4clldJYhaQqtgwtR2xqh8R
3v9wPA58IVrX2dg6AjSPgi,Virginia To Vegas,[],48,86507,5XPo15e5ICs6NvSMn44pTF,Malibu,48,148822,True,2021-03-19,Malibu,https://open.spotify.com/track/5XPo15e5ICs6NvSMn44pTF
5jAMCwdNHWr7JThxtMuEyy,NOTD,[],62,319607,5XPo15e5ICs6NvSMn44pTF,Malibu,48,148822,True,2021-03-19,Malibu,https://open.spotify.com/track/5XPo15e5ICs6NvSMn44pTF
6CwfuxIqcltXDGjfZsMd9A,MARINA,[],75,6012820,2sEk5R8ErGIFxbZ7rX6S2S,How to Be a Heartbreaker,72,221493,False,2012-04-27,Electra Heart (Deluxe),https://open.spotify.com/track/2sEk5R8ErGIFxbZ7rX6S2S
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,[],87,33373833,4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),74,163173,True,2019-11-07,Hot Pink,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
